33550336.000	0.000
-4096.000	10680706.907
-4096.000	5340352.668
-4096.000	3560234.239
-4096.000	2670174.763
-4096.000	2136138.868
-4096.000	1780114.764
-4096.000	1525811.682
-4096.000	1335084.240
-4096.000	1186740.558
-4096.000	1068065.507
-4096.000	970967.643
-4096.000	890052.669
-4096.000	821586.073
-4096.000	762900.343
-4096.000	712039.308
-4096.000	667535.837
-4096.000	628268.006
-4096.000	593363.210
-4096.000	562132.548
-4096.000	534024.900
-4096.000	508594.120
-4096.000	485475.182
-4096.000	464366.541
-4096.000	445016.910
-4096.000	427215.207
-4096.000	410782.826
-4096.000	395567.619
-4096.000	381439.176
-4096.000	368285.072
-4096.000	356007.873
-4096.000	344522.718
-4096.000	333755.352
-4096.000	323640.522
-4096.000	314120.651
-4096.000	305144.743
-4096.000	296667.468
-4096.000	288648.395
-4096.000	281051.351
-4096.000	273843.872
-4096.000	266996.741
-4096.000	260483.591
-4096.000	254280.566
-4096.000	248366.030
-4096.000	242720.312
-4096.000	237325.492
-4096.000	232165.206
-4096.000	227224.485
-4096.000	222489.605
-4096.000	217947.964
-4096.000	213587.968
-4096.000	209398.932
-4096.000	205370.992
-4096.000	201495.030
-4096.000	197762.603
-4096.000	194165.882
-4096.000	190697.596
-4096.000	187350.986
-4096.000	184119.758
-4096.000	180998.046
-4096.000	177980.373
-4096.000	175061.624
-4096.000	172237.010
-4096.000	169502.051
-4096.000	166852.542
-4096.000	164284.541
-4096.000	161794.341
-4096.000	159378.461
-4096.000	157033.621
-4096.000	154756.731
-4096.000	152544.881
-4096.000	150395.322
-4096.000	148305.458
-4096.000	146272.836
-4096.000	144295.136
-4096.000	142370.160
-4096.000	140495.828
-4096.000	138670.167
-4096.000	136891.303
-4096.000	135157.461
-4096.000	133466.952
-4096.000	131818.171
-4096.000	130209.592
-4096.000	128639.760
-4096.000	127107.294
-4096.000	125610.872
-4096.000	124149.240
-4096.000	122721.196
-4096.000	121325.595
-4096.000	119961.345
-4096.000	118627.399
-4096.000	117322.760
-4096.000	116046.471
-4096.000	114797.618
-4096.000	113575.325
-4096.000	112378.753
-4096.000	111207.099
-4096.000	110059.592
-4096.000	108935.493
-4096.000	107834.092
-4096.000	106754.709
-4096.000	105696.690
-4096.000	104659.405
-4096.000	103642.252
-4096.000	102644.650
-4096.000	101666.039
-4096.000	100705.883
-4096.000	99763.664
-4096.000	98838.884
-4096.000	97931.063
-4096.000	97039.738
-4096.000	96164.463
-4096.000	95304.809
-4096.000	94460.361
-4096.000	93630.718
-4096.000	92815.495
-4096.000	92014.319
-4096.000	91226.828
-4096.000	90452.677
-4096.000	89691.527
-4096.000	88943.055
-4096.000	88206.945
-4096.000	87482.894
-4096.000	86770.608
-4096.000	86069.801
-4096.000	85380.200
-4096.000	84701.536
-4096.000	84033.551
-4096.000	83375.995
-4096.000	82728.626
-4096.000	82091.209
-4096.000	81463.515
-4096.000	80845.323
-4096.000	80236.420
-4096.000	79636.597
-4096.000	79045.653
-4096.000	78463.391
-4096.000	77889.622
-4096.000	77324.161
-4096.000	76766.828
-4096.000	76217.449
-4096.000	75675.856
-4096.000	75141.884
-4096.000	74615.372
-4096.000	74096.166
-4096.000	73584.114
-4096.000	73079.069
-4096.000	72580.888
-4096.000	72089.433
-4096.000	71604.567
-4096.000	71126.159
-4096.000	70654.081
-4096.000	70188.207
-4096.000	69728.416
-4096.000	69274.590
-4096.000	68826.613
-4096.000	68384.372
-4096.000	67947.759
-4096.000	67516.665
-4096.000	67090.988
-4096.000	66670.625
-4096.000	66255.477
-4096.000	65845.448
-4096.000	65440.444
-4096.000	65040.372
-4096.000	64645.143
-4096.000	64254.670
-4096.000	63868.867
-4096.000	63487.651
-4096.000	63110.939
-4096.000	62738.654
-4096.000	62370.716
-4096.000	62007.051
-4096.000	61647.584
-4096.000	61292.243
-4096.000	60940.957
-4096.000	60593.656
-4096.000	60250.274
-4096.000	59910.745
-4096.000	59575.003
-4096.000	59242.986
-4096.000	58914.631
-4096.000	58589.880
-4096.000	58268.671
-4096.000	57950.949
-4096.000	57636.655
-4096.000	57325.736
-4096.000	57018.136
-4096.000	56713.803
-4096.000	56412.685
-4096.000	56114.731
-4096.000	55819.891
-4096.000	55528.117
-4096.000	55239.362
-4096.000	54953.577
-4096.000	54670.719
-4096.000	54390.741
-4096.000	54113.601
-4096.000	53839.254
-4096.000	53567.660
-4096.000	53298.776
-4096.000	53032.563
-4096.000	52768.980
-4096.000	52507.989
-4096.000	52249.551
-4096.000	51993.630
-4096.000	51740.188
-4096.000	51489.190
-4096.000	51240.600
-4096.000	50994.384
-4096.000	50750.508
-4096.000	50508.939
-4096.000	50269.644
-4096.000	50032.590
-4096.000	49797.747
-4096.000	49565.084
-4096.000	49334.570
-4096.000	49106.176
-4096.000	48879.873
-4096.000	48655.631
-4096.000	48433.424
-4096.000	48213.222
-4096.000	47995.000
-4096.000	47778.730
-4096.000	47564.386
-4096.000	47351.943
-4096.000	47141.375
-4096.000	46932.658
-4096.000	46725.767
-4096.000	46520.678
-4096.000	46317.368
-4096.000	46115.814
-4096.000	45915.993
-4096.000	45717.883
-4096.000	45521.461
-4096.000	45326.706
-4096.000	45133.598
-4096.000	44942.115
-4096.000	44752.236
-4096.000	44563.942
-4096.000	44377.213
-4096.000	44192.029
-4096.000	44008.371
-4096.000	43826.220
-4096.000	43645.558
-4096.000	43466.367
-4096.000	43288.628
-4096.000	43112.324
-4096.000	42937.438
-4096.000	42763.952
-4096.000	42591.850
-4096.000	42421.115
-4096.000	42251.731
-4096.000	42083.681
-4096.000	41916.951
-4096.000	41751.524
-4096.000	41587.386
-4096.000	41424.521
-4096.000	41262.914
-4096.000	41102.551
-4096.000	40943.418
-4096.000	40785.500
-4096.000	40628.784
-4096.000	40473.255
-4096.000	40318.900
-4096.000	40165.707
-4096.000	40013.661
-4096.000	39862.751
-4096.000	39712.963
